consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,categoria
771,True,23,Casa,10,Ineficiente
651,False,17,Casa,11,Ineficiente
398,False,10,Departamento,5,Ineficiente
392,True,12,Departamento,5,Ineficiente
582,False,17,Casa,8,Moderado
362,True,12,Departamento,2,Moderado
753,True,18,Casa,11,Ineficiente
481,False,9,Casa,10,Moderado
528,False,15,Casa,3,Eficiente
409,False,14,Casa,2,Eficiente
620,True,15,Casa,8,Ineficiente
463,True,8,Casa,7,Ineficiente
371,True,8,Departamento,4,Ineficiente
681,True,22,Casa,2,Moderado
450,True,8,Casa,6,Moderado
424,True,6,Departamento,11,Ineficiente
508,True,9,Casa,5,Ineficiente
534,True,10,Casa,6,Ineficiente
215,False,4,Departamento,2,Eficiente
487,False,15,Casa,2,Eficiente
664,True,19,Casa,6,Ineficiente
624,True,17,Casa,7,Ineficiente
754,True,24,Casa,6,Ineficiente
373,False,14,Departamento,3,Eficiente
458,True,11,Departamento,10,Ineficiente
333,False,6,Departamento,6,Ineficiente
431,False,10,Departamento,12,Ineficiente
368,True,5,Departamento,12,Ineficiente
649,True,20,Casa,6,Moderado
409,False,10,Departamento,11,Ineficiente
581,True,11,Casa,10,Ineficiente
403,False,14,Departamento,4,Moderado
296,False,7,Departamento,6,Moderado
741,True,23,Casa,6,Ineficiente
389,False,8,Casa,3,Eficiente
703,False,19,Casa,12,Ineficiente
440,False,9,Casa,5,Moderado
412,True,7,Departamento,12,Ineficiente
501,True,12,Departamento,12,Ineficiente
497,True,12,Casa,3,Moderado
646,False,20,Casa,6,Moderado
540,False,10,Casa,11,Ineficiente
542,True,15,Casa,3,Moderado
714,True,19,Casa,11,Ineficiente
506,True,9,Casa,10,Ineficiente
392,False,11,Departamento,11,Moderado
595,False,19,Casa,7,Moderado
642,False,20,Casa,9,Ineficiente
419,False,12,Departamento,10,Ineficiente
661,False,19,Casa,9,Moderado
271,False,7,Departamento,6,Moderado
307,True,5,Departamento,6,Ineficiente
601,True,14,Casa,7,Ineficiente
545,False,19,Casa,2,Eficiente
745,False,23,Casa,12,Ineficiente
589,True,15,Casa,9,Ineficiente
545,True,16,Casa,3,Moderado
407,True,8,Departamento,7,Ineficiente
593,True,12,Casa,10,Ineficiente
706,True,20,Casa,4,Moderado
478,True,12,Casa,3,Moderado
530,True,12,Departamento,11,Ineficiente
604,True,17,Casa,6,Ineficiente
691,False,20,Casa,12,Ineficiente
721,True,16,Casa,10,Ineficiente
424,True,12,Departamento,7,Ineficiente
788,True,22,Casa,9,Ineficiente
468,True,12,Departamento,9,Ineficiente
448,True,13,Departamento,8,Ineficiente
506,False,15,Casa,6,Moderado
318,False,10,Departamento,3,Moderado
744,True,22,Casa,11,Ineficiente
503,True,13,Departamento,11,Ineficiente
295,True,7,Departamento,6,Ineficiente
538,False,13,Casa,8,Moderado
401,False,8,Casa,8,Moderado
503,True,12,Departamento,12,Ineficiente
525,False,18,Casa,3,Eficiente
668,False,19,Casa,8,Moderado
447,False,12,Casa,7,Moderado
702,False,23,Casa,8,Moderado
509,False,14,Departamento,12,Ineficiente
721,True,20,Casa,9,Ineficiente
705,True,24,Casa,5,Ineficiente
432,False,14,Casa,2,Eficiente
407,False,10,Departamento,9,Ineficiente
664,False,20,Casa,9,Moderado
274,True,6,Departamento,4,Ineficiente
511,True,11,Casa,4,Ineficiente
328,True,7,Departamento,6,Ineficiente
690,True,23,Casa,4,Ineficiente
601,True,17,Casa,6,Ineficiente
631,False,19,Casa,9,Moderado
293,True,8,Departamento,2,Ineficiente
306,False,9,Departamento,3,Moderado
733,True,23,Casa,3,Ineficiente
251,False,7,Departamento,5,Eficiente
364,True,6,Departamento,10,Ineficiente
573,False,19,Casa,3,Moderado
616,True,12,Casa,12,Ineficiente
569,True,10,Casa,10,Ineficiente
553,True,12,Casa,8,Ineficiente
351,True,5,Departamento,11,Ineficiente
420,False,11,Departamento,9,Ineficiente
262,False,10,Departamento,2,Eficiente
578,False,20,Casa,6,Moderado
636,False,14,Casa,10,Ineficiente
373,False,13,Departamento,5,Moderado
287,False,9,Departamento,3,Moderado
386,True,8,Departamento,7,Ineficiente
315,True,7,Departamento,3,Ineficiente
287,True,4,Departamento,4,Ineficiente
682,True,17,Casa,9,Ineficiente
490,True,13,Casa,4,Moderado
374,True,9,Departamento,3,Ineficiente
304,False,6,Departamento,7,Moderado
554,True,14,Casa,4,Ineficiente
567,True,16,Casa,2,Moderado
326,False,13,Departamento,4,Eficiente
494,False,12,Casa,7,Moderado
529,False,17,Casa,4,Moderado
661,True,18,Casa,10,Ineficiente
300,True,4,Departamento,8,Ineficiente
453,True,12,Departamento,6,Ineficiente
684,True,22,Casa,3,Moderado
383,True,6,Departamento,10,Ineficiente
611,True,17,Casa,6,Ineficiente
647,False,19,Casa,8,Moderado
440,True,10,Departamento,10,Ineficiente
444,True,12,Departamento,5,Ineficiente
444,True,9,Departamento,10,Ineficiente
361,False,13,Departamento,2,Moderado
650,True,19,Casa,7,Ineficiente
449,True,9,Casa,3,Moderado
557,True,11,Casa,9,Ineficiente
535,True,12,Casa,6,Moderado
461,True,10,Casa,4,Ineficiente
362,True,11,Departamento,3,Ineficiente
685,True,18,Casa,9,Ineficiente
336,False,9,Departamento,8,Ineficiente
402,True,8,Departamento,10,Ineficiente
366,False,8,Departamento,9,Ineficiente
778,True,21,Casa,12,Ineficiente
474,True,11,Casa,5,Ineficiente
576,True,16,Casa,3,Ineficiente
691,True,20,Casa,3,Moderado
323,True,7,Departamento,3,Ineficiente
688,True,17,Casa,12,Ineficiente
730,False,23,Casa,7,Moderado
466,False,12,Departamento,8,Ineficiente
521,False,12,Casa,7,Moderado
281,True,8,Departamento,3,Ineficiente
418,True,11,Departamento,5,Ineficiente
406,True,10,Departamento,4,Ineficiente
544,False,14,Casa,12,Ineficiente
760,True,24,Casa,5,Moderado
445,True,13,Departamento,6,Ineficiente
508,False,10,Casa,8,Moderado
479,True,12,Departamento,10,Ineficiente
405,True,6,Departamento,12,Ineficiente
351,True,9,Departamento,3,Moderado
802,True,24,Casa,9,Ineficiente
493,False,13,Casa,4,Moderado
422,True,10,Departamento,10,Ineficiente
757,False,24,Casa,11,Ineficiente
592,True,16,Casa,5,Ineficiente
521,True,11,Casa,4,Ineficiente
316,False,4,Departamento,11,Ineficiente
410,True,11,Departamento,7,Ineficiente
786,True,24,Casa,11,Ineficiente
651,True,15,Casa,10,Ineficiente
427,True,11,Departamento,8,Ineficiente
268,False,5,Departamento,5,Ineficiente
516,False,15,Casa,4,Eficiente
782,False,23,Casa,11,Ineficiente
285,False,8,Departamento,5,Moderado
426,True,11,Departamento,4,Ineficiente
325,True,6,Departamento,4,Ineficiente
442,False,13,Departamento,10,Ineficiente
634,False,22,Casa,5,Moderado
773,True,20,Casa,10,Ineficiente
434,True,10,Departamento,11,Ineficiente
422,True,11,Departamento,6,Ineficiente
339,True,5,Departamento,8,Ineficiente
469,True,14,Departamento,6,Ineficiente
486,True,11,Casa,2,Ineficiente
437,True,10,Casa,3,Moderado
526,False,13,Departamento,12,Ineficiente
367,False,12,Departamento,6,Moderado
414,False,13,Departamento,7,Ineficiente
421,True,12,Departamento,8,Ineficiente
333,True,7,Departamento,3,Ineficiente
820,True,22,Casa,11,Ineficiente
829,True,23,Casa,10,Ineficiente
573,True,12,Casa,7,Ineficiente
622,False,22,Casa,3,Moderado
713,True,24,Casa,3,Ineficiente
455,False,12,Casa,4,Moderado
553,False,20,Casa,2,Moderado
672,False,20,Casa,10,Ineficiente
732,False,21,Casa,11,Ineficiente
565,True,11,Casa,12,Ineficiente
400,False,11,Casa,5,Moderado
311,True,7,Departamento,6,Ineficiente
658,False,19,Casa,8,Moderado
478,True,14,Casa,2,Moderado
623,True,19,Casa,4,Ineficiente
345,True,9,Departamento,4,Ineficiente
449,True,9,Casa,3,Moderado
366,True,6,Departamento,9,Ineficiente
543,True,12,Casa,6,Ineficiente
526,False,17,Casa,2,Eficiente
563,True,17,Casa,3,Ineficiente
579,True,16,Casa,2,Ineficiente
256,True,4,Departamento,7,Ineficiente
536,True,14,Departamento,10,Ineficiente
407,True,5,Departamento,12,Ineficiente
660,False,17,Casa,8,Ineficiente
604,True,17,Casa,6,Ineficiente
376,True,11,Departamento,4,Ineficiente
624,True,15,Casa,9,Ineficiente
520,True,8,Casa,11,Ineficiente
757,True,24,Casa,5,Moderado
585,False,14,Casa,10,Moderado
316,True,6,Departamento,6,Ineficiente
316,True,5,Departamento,7,Ineficiente
312,True,4,Departamento,6,Ineficiente
777,True,24,Casa,11,Ineficiente
554,False,12,Casa,12,Ineficiente
624,True,15,Casa,8,Ineficiente
548,True,13,Casa,8,Ineficiente
459,False,18,Casa,2,Eficiente
307,True,5,Departamento,3,Ineficiente
375,False,10,Departamento,8,Ineficiente
681,True,20,Casa,9,Ineficiente
462,True,13,Departamento,5,Ineficiente
394,False,12,Departamento,7,Moderado
642,False,18,Casa,12,Ineficiente
358,True,4,Departamento,11,Ineficiente
447,False,11,Casa,4,Moderado
667,True,19,Casa,8,Ineficiente
675,True,17,Casa,12,Ineficiente
365,True,11,Departamento,4,Ineficiente
551,True,8,Casa,12,Ineficiente
516,False,14,Casa,8,Moderado
783,True,23,Casa,12,Ineficiente
769,True,21,Casa,12,Ineficiente
406,False,9,Departamento,9,Ineficiente
286,True,5,Departamento,4,Ineficiente
691,True,22,Casa,3,Ineficiente
565,True,13,Casa,7,Ineficiente
471,True,8,Casa,5,Ineficiente
500,False,8,Casa,9,Moderado
630,True,20,Casa,3,Moderado
485,True,10,Casa,5,Ineficiente
546,False,17,Casa,3,Moderado
428,True,13,Departamento,3,Ineficiente
382,True,11,Departamento,3,Ineficiente
480,False,15,Casa,2,Eficiente
484,True,10,Casa,5,Ineficiente
475,True,13,Departamento,3,Ineficiente
606,True,13,Casa,10,Ineficiente
397,True,10,Departamento,10,Ineficiente
423,True,8,Departamento,12,Ineficiente
749,True,20,Casa,12,Ineficiente
454,False,9,Casa,8,Moderado
335,True,6,Departamento,7,Ineficiente
534,True,13,Casa,4,Ineficiente
668,False,20,Casa,8,Ineficiente
427,True,14,Departamento,2,Moderado
631,False,16,Casa,10,Moderado
699,True,24,Casa,5,Moderado
312,True,5,Departamento,7,Ineficiente
546,False,14,Casa,7,Moderado
701,True,17,Casa,12,Ineficiente
275,False,8,Departamento,4,Moderado
579,True,16,Casa,5,Moderado
447,True,10,Departamento,12,Ineficiente
391,True,5,Departamento,11,Ineficiente
408,True,9,Casa,4,Moderado
449,False,11,Casa,7,Moderado
666,False,24,Casa,2,Moderado
537,False,12,Casa,9,Ineficiente
565,True,14,Casa,9,Ineficiente
532,True,14,Departamento,10,Ineficiente
720,False,24,Casa,7,Moderado
533,True,14,Casa,2,Moderado
365,False,12,Departamento,4,Moderado
549,True,15,Casa,2,Moderado
408,True,10,Departamento,6,Ineficiente
457,False,11,Casa,4,Moderado
476,False,13,Casa,3,Eficiente
253,False,6,Departamento,4,Moderado
353,True,5,Departamento,10,Ineficiente
438,True,8,Departamento,12,Ineficiente
435,True,9,Departamento,9,Ineficiente
422,True,10,Departamento,4,Ineficiente
780,True,21,Casa,12,Ineficiente
461,False,12,Casa,3,Eficiente
445,True,11,Departamento,6,Ineficiente
304,True,7,Departamento,2,Ineficiente
358,True,10,Departamento,5,Ineficiente
613,False,18,Casa,9,Moderado
494,True,10,Casa,2,Ineficiente
226,False,4,Departamento,6,Moderado
418,False,8,Casa,5,Moderado
321,False,9,Departamento,7,Moderado
336,False,6,Departamento,8,Moderado
704,False,22,Casa,10,Ineficiente
387,True,12,Departamento,2,Ineficiente
391,True,6,Departamento,12,Ineficiente
731,True,19,Casa,11,Ineficiente
443,True,13,Departamento,5,Ineficiente
738,False,24,Casa,7,Moderado
365,True,4,Departamento,11,Ineficiente
447,False,8,Casa,8,Moderado
455,True,11,Departamento,8,Ineficiente
766,True,22,Casa,9,Ineficiente
574,False,14,Casa,11,Moderado
457,True,12,Departamento,9,Ineficiente
724,False,21,Casa,9,Moderado
577,False,14,Casa,9,Moderado
443,True,10,Departamento,9,Ineficiente
388,True,10,Departamento,7,Moderado
590,True,15,Casa,10,Ineficiente
230,False,5,Departamento,4,Moderado
569,True,14,Casa,7,Ineficiente
507,True,11,Casa,6,Ineficiente
563,False,13,Casa,9,Moderado
351,True,6,Departamento,5,Ineficiente
403,False,12,Departamento,5,Moderado
378,False,9,Departamento,11,Ineficiente
329,False,4,Departamento,12,Ineficiente
499,False,10,Casa,11,Ineficiente
486,True,12,Casa,6,Moderado
720,False,21,Casa,12,Ineficiente
558,True,11,Casa,7,Ineficiente
632,True,14,Casa,12,Ineficiente
351,True,7,Departamento,5,Ineficiente
381,False,9,Casa,3,Eficiente
577,False,18,Casa,3,Moderado
619,False,21,Casa,4,Moderado
309,True,5,Departamento,3,Ineficiente
368,False,14,Departamento,2,Moderado
492,False,11,Casa,9,Ineficiente
704,False,22,Casa,6,Moderado
424,True,9,Departamento,11,Ineficiente
526,True,14,Casa,2,Moderado
412,True,9,Departamento,10,Ineficiente
420,True,8,Departamento,9,Ineficiente
553,True,12,Casa,5,Moderado
678,True,19,Casa,9,Ineficiente
524,True,13,Departamento,11,Ineficiente
590,True,13,Casa,8,Ineficiente
734,True,19,Casa,12,Ineficiente
462,False,10,Departamento,12,Ineficiente
476,True,11,Departamento,8,Ineficiente
345,True,11,Departamento,2,Ineficiente
439,True,10,Departamento,7,Ineficiente
659,True,19,Casa,5,Ineficiente
770,False,24,Casa,11,Ineficiente
487,True,12,Departamento,11,Ineficiente
591,True,14,Casa,11,Ineficiente
639,False,16,Casa,12,Ineficiente
350,True,9,Departamento,3,Ineficiente
588,True,9,Casa,11,Ineficiente
558,True,13,Casa,8,Ineficiente
558,True,13,Casa,10,Ineficiente
602,False,20,Casa,6,Eficiente
554,True,9,Casa,9,Ineficiente
602,False,19,Casa,6,Moderado
726,False,22,Casa,8,Moderado
493,True,14,Departamento,8,Ineficiente
384,True,8,Departamento,10,Ineficiente
559,True,12,Casa,4,Ineficiente
327,True,7,Departamento,2,Moderado
456,True,10,Casa,3,Moderado
659,True,17,Casa,7,Ineficiente
352,True,4,Departamento,11,Ineficiente
684,False,19,Casa,11,Moderado
417,True,6,Departamento,10,Ineficiente
642,False,24,Casa,4,Moderado
421,False,11,Departamento,11,Ineficiente
641,True,20,Casa,3,Ineficiente
549,True,14,Departamento,12,Ineficiente
435,True,11,Casa,2,Moderado
311,True,6,Departamento,3,Ineficiente
516,True,14,Casa,4,Ineficiente
741,True,24,Casa,8,Ineficiente
300,True,7,Departamento,3,Ineficiente
535,False,12,Casa,6,Ineficiente
370,True,7,Departamento,3,Ineficiente
361,True,6,Departamento,8,Ineficiente
731,True,20,Casa,11,Ineficiente
436,True,10,Departamento,9,Ineficiente
559,True,11,Casa,9,Ineficiente
370,False,7,Departamento,9,Ineficiente
526,True,10,Casa,11,Ineficiente
592,True,11,Casa,10,Ineficiente
223,True,5,Departamento,2,Moderado
390,True,13,Departamento,2,Ineficiente
790,True,23,Casa,11,Ineficiente
281,True,5,Departamento,3,Moderado
730,True,19,Casa,12,Ineficiente
603,True,15,Casa,7,Ineficiente
630,True,20,Casa,2,Ineficiente
476,True,11,Casa,6,Ineficiente
709,True,21,Casa,6,Moderado
658,False,21,Casa,5,Moderado
466,True,8,Departamento,12,Ineficiente
308,False,5,Departamento,6,Moderado
377,True,11,Departamento,2,Moderado
622,True,11,Casa,12,Ineficiente
659,True,15,Casa,12,Ineficiente
318,True,7,Departamento,7,Ineficiente
391,True,7,Departamento,8,Ineficiente
803,True,24,Casa,9,Ineficiente
244,False,6,Departamento,3,Moderado
374,False,10,Departamento,8,Ineficiente
348,True,6,Departamento,7,Ineficiente
400,True,8,Departamento,10,Ineficiente
453,False,13,Departamento,9,Ineficiente
716,False,22,Casa,12,Ineficiente
346,True,9,Departamento,5,Ineficiente
312,False,7,Departamento,10,Ineficiente
505,True,10,Casa,2,Moderado
732,True,19,Casa,12,Ineficiente
575,True,12,Casa,7,Ineficiente
360,False,10,Departamento,9,Ineficiente
365,False,7,Departamento,12,Ineficiente
717,False,20,Casa,12,Ineficiente
629,True,16,Casa,5,Ineficiente
580,False,20,Casa,3,Eficiente
386,True,6,Departamento,12,Ineficiente
233,True,4,Departamento,3,Moderado
363,True,5,Departamento,11,Ineficiente
387,True,8,Casa,2,Moderado
551,True,15,Casa,6,Ineficiente
749,True,23,Casa,7,Ineficiente
636,False,20,Casa,5,Eficiente
338,True,9,Departamento,5,Ineficiente
272,True,4,Departamento,6,Ineficiente
259,False,5,Departamento,6,Moderado
433,True,7,Departamento,10,Ineficiente
534,True,14,Casa,9,Ineficiente
303,False,4,Departamento,10,Ineficiente
407,True,11,Departamento,4,Moderado
310,False,10,Departamento,4,Moderado
440,True,10,Casa,2,Moderado
610,False,15,Casa,11,Ineficiente
652,True,18,Casa,7,Ineficiente
373,True,7,Departamento,5,Ineficiente
363,True,4,Departamento,12,Ineficiente
734,True,20,Casa,9,Ineficiente
219,False,4,Departamento,3,Moderado
333,False,4,Departamento,12,Ineficiente
504,False,16,Casa,3,Moderado
508,True,9,Casa,8,Ineficiente
242,False,4,Departamento,6,Moderado
593,True,19,Casa,2,Moderado
390,True,7,Departamento,8,Ineficiente
542,True,14,Casa,8,Ineficiente
400,True,5,Departamento,11,Ineficiente
588,False,20,Casa,7,Moderado
625,True,18,Casa,5,Ineficiente
492,True,12,Departamento,9,Ineficiente
692,False,21,Casa,12,Ineficiente
480,False,13,Casa,3,Moderado
477,False,13,Casa,3,Moderado
315,True,7,Departamento,3,Ineficiente
364,True,10,Departamento,4,Ineficiente
433,True,12,Departamento,7,Ineficiente
499,True,15,Casa,2,Moderado
557,False,12,Casa,12,Ineficiente
690,False,24,Casa,3,Moderado
464,False,8,Casa,11,Ineficiente
666,True,22,Casa,3,Moderado
479,False,12,Casa,2,Moderado
495,False,14,Casa,4,Eficiente
537,True,14,Departamento,11,Ineficiente
570,True,12,Casa,8,Ineficiente
525,False,17,Casa,2,Moderado
438,True,10,Departamento,8,Ineficiente
602,False,17,Casa,6,Moderado
377,True,5,Departamento,10,Ineficiente
323,False,9,Departamento,3,Moderado
323,False,14,Departamento,2,Eficiente
749,True,23,Casa,10,Ineficiente
393,False,11,Departamento,9,Ineficiente
537,True,10,Casa,11,Ineficiente
472,True,9,Casa,7,Ineficiente
501,True,9,Casa,6,Ineficiente
435,True,10,Departamento,9,Ineficiente
592,False,16,Casa,9,Moderado
680,False,23,Casa,6,Moderado
482,True,14,Departamento,8,Ineficiente
514,True,14,Casa,2,Ineficiente
699,True,20,Casa,5,Ineficiente
551,False,20,Casa,3,Moderado
615,False,14,Casa,11,Ineficiente
656,True,17,Casa,4,Ineficiente
696,True,22,Casa,2,Ineficiente
354,True,5,Departamento,12,Ineficiente
592,True,12,Casa,12,Ineficiente
423,False,9,Casa,3,Moderado
342,True,10,Departamento,2,Moderado
709,False,23,Casa,9,Ineficiente
373,False,12,Departamento,5,Moderado
471,False,14,Casa,4,Moderado
418,False,11,Casa,2,Eficiente
385,False,10,Casa,3,Eficiente
590,False,18,Casa,4,Moderado
415,True,8,Casa,4,Moderado
564,True,13,Casa,7,Ineficiente
689,True,18,Casa,11,Ineficiente
461,False,8,Casa,9,Moderado
601,True,14,Casa,7,Ineficiente
522,True,13,Casa,3,Moderado
641,True,21,Casa,3,Moderado
443,False,9,Casa,8,Moderado
371,True,8,Departamento,2,Ineficiente
616,True,18,Casa,2,Moderado
326,True,5,Departamento,8,Ineficiente
457,False,14,Departamento,10,Moderado
461,True,10,Casa,6,Ineficiente
533,True,12,Departamento,12,Ineficiente
232,False,7,Departamento,2,Eficiente
487,True,8,Casa,6,Ineficiente
733,True,18,Casa,12,Ineficiente
292,True,5,Departamento,2,Moderado
475,True,10,Departamento,11,Ineficiente
476,False,9,Casa,10,Ineficiente
647,True,19,Casa,5,Ineficiente
671,True,17,Casa,10,Ineficiente
445,False,12,Casa,3,Eficiente
353,False,11,Departamento,8,Moderado
389,True,9,Casa,3,Moderado
485,True,9,Casa,5,Ineficiente
287,False,6,Departamento,7,Moderado
566,False,17,Casa,3,Eficiente
613,True,19,Casa,3,Ineficiente
351,False,12,Departamento,3,Moderado
324,True,6,Departamento,4,Ineficiente
751,True,22,Casa,6,Ineficiente
591,True,13,Casa,10,Ineficiente
717,True,23,Casa,7,Ineficiente
827,True,24,Casa,10,Ineficiente
549,True,10,Casa,11,Ineficiente
610,True,17,Casa,6,Ineficiente
595,True,12,Casa,12,Ineficiente
689,True,21,Casa,7,Ineficiente
756,True,20,Casa,11,Ineficiente
508,False,13,Casa,9,Moderado
637,True,19,Casa,4,Moderado
512,False,15,Casa,3,Moderado
494,True,12,Casa,4,Moderado
520,True,12,Departamento,10,Ineficiente
765,True,23,Casa,7,Ineficiente
328,False,6,Departamento,11,Ineficiente
418,True,12,Departamento,5,Ineficiente
615,True,12,Casa,11,Ineficiente
475,True,10,Casa,4,Ineficiente
667,False,22,Casa,3,Moderado
634,False,20,Casa,5,Moderado
361,True,5,Departamento,10,Ineficiente
635,True,18,Casa,5,Ineficiente
557,True,9,Casa,6,Ineficiente
561,True,13,Casa,9,Ineficiente
487,True,13,Casa,3,Moderado
399,False,9,Departamento,12,Ineficiente
607,False,18,Casa,4,Moderado
537,True,15,Casa,7,Moderado
301,True,6,Departamento,8,Ineficiente
375,True,10,Departamento,5,Ineficiente
574,True,14,Casa,2,Ineficiente
575,True,13,Casa,8,Ineficiente
605,True,15,Casa,10,Ineficiente
559,True,15,Casa,2,Moderado
688,True,21,Casa,2,Ineficiente
622,False,23,Casa,2,Eficiente
676,True,16,Casa,11,Ineficiente
740,True,22,Casa,8,Ineficiente
411,True,6,Departamento,12,Ineficiente
767,True,23,Casa,10,Ineficiente
461,False,11,Casa,4,Moderado
688,False,20,Casa,9,Ineficiente
372,True,5,Departamento,10,Ineficiente
459,False,14,Casa,4,Eficiente
545,True,16,Casa,4,Moderado
232,False,7,Departamento,2,Eficiente
277,True,5,Departamento,3,Ineficiente
452,True,11,Departamento,8,Ineficiente
680,True,23,Casa,4,Moderado
538,False,13,Casa,8,Ineficiente
492,True,14,Departamento,6,Ineficiente
374,False,7,Departamento,11,Ineficiente
629,True,16,Casa,9,Ineficiente
622,False,20,Casa,6,Moderado
692,True,24,Casa,4,Moderado
515,False,14,Departamento,10,Ineficiente
622,True,15,Casa,8,Ineficiente
492,True,12,Casa,6,Ineficiente
632,False,17,Casa,8,Moderado
612,False,14,Casa,12,Ineficiente
667,False,17,Casa,11,Ineficiente
549,True,11,Casa,10,Ineficiente
314,True,6,Departamento,6,Ineficiente
698,True,21,Casa,8,Ineficiente
603,True,9,Casa,12,Ineficiente
640,True,16,Casa,10,Ineficiente
389,True,8,Casa,2,Moderado
549,False,17,Casa,5,Eficiente
521,False,17,Casa,2,Moderado
571,True,10,Casa,9,Ineficiente
533,True,13,Casa,4,Moderado
545,True,13,Casa,3,Moderado
347,False,10,Departamento,5,Moderado
546,True,9,Casa,12,Ineficiente
310,True,8,Departamento,4,Ineficiente
644,True,12,Casa,12,Ineficiente
421,True,10,Departamento,6,Ineficiente
307,False,4,Departamento,9,Ineficiente
499,False,8,Casa,11,Ineficiente
479,True,8,Casa,9,Ineficiente
827,True,24,Casa,12,Ineficiente
467,False,8,Casa,8,Moderado
456,True,10,Departamento,9,Ineficiente
337,False,9,Departamento,6,Moderado
425,False,8,Departamento,11,Ineficiente
525,False,10,Casa,11,Ineficiente
394,True,4,Departamento,12,Ineficiente
384,True,5,Departamento,12,Ineficiente
616,False,19,Casa,7,Moderado
737,True,20,Casa,9,Ineficiente
295,True,6,Departamento,2,Ineficiente
481,True,8,Casa,7,Ineficiente
405,True,11,Departamento,7,Ineficiente
549,False,10,Casa,12,Ineficiente
359,True,9,Departamento,6,Ineficiente
693,False,23,Casa,5,Moderado
466,False,15,Casa,2,Eficiente
781,True,23,Casa,12,Ineficiente
356,True,4,Departamento,11,Ineficiente
510,False,14,Departamento,12,Ineficiente
772,True,23,Casa,9,Ineficiente
666,False,22,Casa,7,Moderado
301,False,7,Departamento,4,Moderado
620,True,18,Casa,4,Ineficiente
332,False,8,Departamento,7,Moderado
733,True,22,Casa,8,Ineficiente
532,True,11,Casa,9,Ineficiente
624,False,18,Casa,6,Moderado
